PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38256230","A Cross-Sectional Study of Alzheimer-Related Proteins in Women with Polycystic Ovary Syndrome","Butler AE, Moin ASM, Sathyapalan T, Atkin SL.","Int J Mol Sci. 2024 Jan 18;25(2):1158. doi: 10.3390/ijms25021158.","Butler AE","Int J Mol Sci","2024","2024/01/23","PMC10816448","","10.3390/ijms25021158"
"34656547","Plasma exosomal proteomic studies of corneal epithelial injury in diabetic and non-diabetic group","Chen K, Sheng M, Zhang J, Yan G, Li B.","Exp Eye Res. 2021 Nov;212:108794. doi: 10.1016/j.exer.2021.108794. Epub 2021 Oct 14.","Chen K","Exp Eye Res","2021","2021/10/17","","","10.1016/j.exer.2021.108794"
"36643727","Hypoglycemia-induced changes in complement pathways in type 2 diabetes","Moin ASM, Nandakumar M, Diboun I, Al-Qaissi A, Sathyapalan T, Atkin SL, Butler AE.","Atheroscler Plus. 2021 Nov 18;46:35-45. doi: 10.1016/j.athplu.2021.11.002. eCollection 2021 Dec.","Moin ASM","Atheroscler Plus","2021","2023/01/16","PMC9833243","","10.1016/j.athplu.2021.11.002"
"39418314","Evaluating the Causal Effect of Circulating Proteome on Glycemic Traits: Evidence From Mendelian Randomization","Xing X, Xu S, Wang Y, Shen Z, Wen S, Zhang Y, Ruan G, Cai G.","Diabetes. 2025 Jan 1;74(1):108-119. doi: 10.2337/db24-0262.","Xing X","Diabetes","2025","2024/10/17","","","10.2337/db24-0262"
"30180961","iTRAQ and PRM-based quantitative proteomics in T2DM-susceptible and -tolerant models of Bama mini-pig","Yan X, Wu Y, Zhong F, Jiang Q, Zhou T, Guo Y, Yang X, Liang J, Joshua Liao D, Lan G.","Gene. 2018 Oct 30;675:119-127. doi: 10.1016/j.gene.2018.06.103. Epub 2018 Jul 2.","Yan X","Gene","2018","2018/09/06","","","10.1016/j.gene.2018.06.103"
"36570245","Quantitative Proteomic Analysis of Serum Reveals MST1 as a Potential Candidate Biomarker in Spontaneously Diabetic Cynomolgus Monkeys","Tian C, Qiu M, Lv H, Yue F, Zhou F.","ACS Omega. 2022 Dec 6;7(50):46702-46716. doi: 10.1021/acsomega.2c05663. eCollection 2022 Dec 20.","Tian C","ACS Omega","2022","2022/12/26","PMC9774375","","10.1021/acsomega.2c05663"
"37239977","Potential Role of the mTORC1-PGC1α-PPARα Axis under Type-II Diabetes and Hypertension in the Human Heart","Hang T, Lumpuy-Castillo J, Goikoetxea-Usandizaga N, Azkargorta M, Aldámiz G, Martínez-Milla J, Forteza A, Cortina JM, Egido J, Elortza F, Martínez-Chantar M, Tuñón J, Lorenzo Ó.","Int J Mol Sci. 2023 May 11;24(10):8629. doi: 10.3390/ijms24108629.","Hang T","Int J Mol Sci","2023","2023/05/27","PMC10218005","","10.3390/ijms24108629"
"37604283","V-ATPase subunit C 1 and IKBIP as tandem prospective biomarkers for diabetic nephropathy","Darmayanti S, Lesmana R, Meiliana A, Abdulah R.","Diabetes Res Clin Pract. 2023 Sep;203:110887. doi: 10.1016/j.diabres.2023.110887. Epub 2023 Aug 19.","Darmayanti S","Diabetes Res Clin Pract","2023","2023/08/21","","","10.1016/j.diabres.2023.110887"
"39589852","Longitudinal clinical and proteomic diabetes signatures in women with a history of gestational diabetes","Chung HS, Middleton L, Garg M, Hristova VA, Vega RB, Baker D, Challis BG, Vitsios D, Hess S, Wallenius K, Holmäng A, Andersson-Hall U.","JCI Insight. 2024 Nov 26;10(2):e183213. doi: 10.1172/jci.insight.183213.","Chung HS","JCI Insight","2024","2024/11/26","PMC11790031","","10.1172/jci.insight.183213"
"38535319","Metabolomics and Lipidomics Analyses Aid Model Classification of Type 2 Diabetes in Non-Human Primates","Tao P, Conarello S, Wyche TP, Zhang NR, Chng K, Kang J, Sana TR.","Metabolites. 2024 Mar 9;14(3):159. doi: 10.3390/metabo14030159.","Tao P","Metabolites","2024","2024/03/27","PMC10972397","","10.3390/metabo14030159"
"34991562","Effects of treatment with SGLT-2 inhibitors on arginine-related cardiovascular and renal biomarkers","Gessner A, Gemeinhardt A, Bosch A, Kannenkeril D, Staerk C, Mayr A, Fromm MF, Schmieder RE, Maas R.","Cardiovasc Diabetol. 2022 Jan 6;21(1):4. doi: 10.1186/s12933-021-01436-x.","Gessner A","Cardiovasc Diabetol","2022","2022/01/07","PMC8740418","","10.1186/s12933-021-01436-x"
"39708029","Clinical and Proteomic Risk Profiles of New-Onset Heart Failure in Men and Women","Qin H, Tromp J, Ter Maaten JM, Voordes GHD, van Essen BJ, André de la Rambelje M, van der Hoef CCS, Santema BT, Lam CSP, Voors AA.","JACC Heart Fail. 2024 Dec 5:S2213-1779(24)00804-7. doi: 10.1016/j.jchf.2024.09.022. Online ahead of print.","Qin H","JACC Heart Fail","2024","2024/12/21","","","10.1016/j.jchf.2024.09.022"
"27796656","Proteomic analysis reveals downregulation of housekeeping proteins in the diabetic vascular proteome","Dwinovan J, Colella AD, Chegeni N, Chataway TK, Sokoya EM.","Acta Diabetol. 2017 Feb;54(2):171-190. doi: 10.1007/s00592-016-0929-y. Epub 2016 Oct 28.","Dwinovan J","Acta Diabetol","2017","2016/11/01","","","10.1007/s00592-016-0929-y"
"35564385","Type 2 Diabetes Induced by Changes in Proteomic Profiling of Zebrafish Chronically Exposed to a Mixture of Organochlorine Pesticides at Low Concentrations","Gao Y, Lee H, Lee S, Kim KT.","Int J Environ Res Public Health. 2022 Apr 20;19(9):4991. doi: 10.3390/ijerph19094991.","Gao Y","Int J Environ Res Public Health","2022","2022/05/14","PMC9100612","","10.3390/ijerph19094991"
"34856394","Proteomic quantitative study of dorsal root ganglia and sciatic nerve in type 2 diabetic mice","Leal-Julià M, Vilches JJ, Onieva A, Verdés S, Sánchez Á, Chillón M, Navarro X, Bosch A.","Mol Metab. 2022 Jan;55:101408. doi: 10.1016/j.molmet.2021.101408. Epub 2021 Nov 30.","Leal-Julià M","Mol Metab","2022","2021/12/02","PMC8717603","","10.1016/j.molmet.2021.101408"
"37293003","Proteomic Pathways across Ejection Fraction Spectrum in Heart Failure: an EXSCEL Substudy","Peters AE, Nguyen M, Green JB, Pearson ER, Buse J, Sourij H, Hernandez AF, Sattar N, Holman RR, Mentz RJ, Shah SH.","medRxiv [Preprint]. 2023 May 16:2023.05.16.23288273. doi: 10.1101/2023.05.16.23288273.","Peters AE","medRxiv","2023","2023/06/09","PMC10246051","","10.1101/2023.05.16.23288273"
"33497804","COL1A1 as a potential new biomarker and therapeutic target for type 2 diabetes","Lin G, Wan X, Liu D, Wen Y, Yang C, Zhao C.","Pharmacol Res. 2021 Mar;165:105436. doi: 10.1016/j.phrs.2021.105436. Epub 2021 Jan 23.","Lin G","Pharmacol Res","2021","2021/01/26","","","10.1016/j.phrs.2021.105436"
"35993379","Preliminary serum and fecal metabolomics study of spontaneously diabetic cynomolgus monkeys based on LC-MS/MS","Tian C, Qiu M, Lv H, Yue F, Zhou F.","J Med Primatol. 2022 Dec;51(6):355-366. doi: 10.1111/jmp.12610. Epub 2022 Aug 22.","Tian C","J Med Primatol","2022","2022/08/22","","","10.1111/jmp.12610"
"39206991","Tandem mass tag-based quantitative proteomic analysis of metformin's inhibitory effects on ovarian cancer cells","Wang D, Wang J, Cui Y.","J Cancer Res Ther. 2024 Aug 1;20(4):1293-1299. doi: 10.4103/jcrt.jcrt_2449_23. Epub 2024 Aug 29.","Wang D","J Cancer Res Ther","2024","2024/08/29","","","10.4103/jcrt.jcrt_2449_23"
"34926573","Potential Biomarkers to Predict Acute Ischemic Stroke in Type 2 Diabetes","Moin ASM, Nandakumar M, Al-Qaissi A, Sathyapalan T, Atkin SL, Butler AE.","Front Mol Biosci. 2021 Dec 1;8:744459. doi: 10.3389/fmolb.2021.744459. eCollection 2021.","Moin ASM","Front Mol Biosci","2021","2021/12/20","PMC8671883","","10.3389/fmolb.2021.744459"
"36677015","Simultaneous Quantification of Serum Lipids and Their Association with Type 2 Diabetes Mellitus-Positive Hepatocellular Cancer","Yue Z, Pei L, Meng G, Zhang A, Li M, Jia M, Wang H, Cao L.","Metabolites. 2023 Jan 6;13(1):90. doi: 10.3390/metabo13010090.","Yue Z","Metabolites","2023","2023/01/21","PMC9865394","","10.3390/metabo13010090"
"34981123","Tandem mass tag-based proteomics analysis of type 2 diabetes mellitus with non-alcoholic fatty liver disease in mice treated with acupuncture","Wang G, Li M, Yu S, Guan M, Ma S, Zhong Z, Guo Y, Leng X, Huang H.","Biosci Rep. 2022 Jan 28;42(1):BSR20212248. doi: 10.1042/BSR20212248.","Wang G","Biosci Rep","2022","2022/01/04","PMC8762347","","10.1042/BSR20212248"
"30917176","First-trimester proteomic profiling identifies novel predictors of gestational diabetes mellitus","Ravnsborg T, Svaneklink S, Andersen LLT, Larsen MR, Jensen DM, Overgaard M.","PLoS One. 2019 Mar 27;14(3):e0214457. doi: 10.1371/journal.pone.0214457. eCollection 2019.","Ravnsborg T","PLoS One","2019","2019/03/28","PMC6436752","","10.1371/journal.pone.0214457"
"38732002","Examination of the Complex Molecular Landscape in Obesity and Type 2 Diabetes","Vadadokhau U, Varga I, Káplár M, Emri M, Csősz É.","Int J Mol Sci. 2024 Apr 27;25(9):4781. doi: 10.3390/ijms25094781.","Vadadokhau U","Int J Mol Sci","2024","2024/05/11","PMC11084226","","10.3390/ijms25094781"
"38438006","Machine learning reveals serum myristic acid, palmitic acid and heptanoylcarnitine as biomarkers of coronary artery disease risk in patients with type 2 diabetes mellitus","Hu T, Zhang W, Han F, Zhao R, Liu H, An Z.","Clin Chim Acta. 2024 Mar 15;556:117852. doi: 10.1016/j.cca.2024.117852. Epub 2024 Mar 2.","Hu T","Clin Chim Acta","2024","2024/03/04","","","10.1016/j.cca.2024.117852"
"39499038","Exploring the Molecular Mechanisms underlying SADI-S Improves Glucose Metabolism in Type 2 Diabetic Rats through Liver Transcriptomics and Proteomics Analysis","Wang L, Chen Z, Ma S, Jiang T.","J Proteome Res. 2024 Dec 6;23(12):5380-5394. doi: 10.1021/acs.jproteome.4c00532. Epub 2024 Nov 5.","Wang L","J Proteome Res","2024","2024/11/05","","","10.1021/acs.jproteome.4c00532"
"39334440","Dissecting human adipose tissue heterogeneity using single-cell omics technologies","Di Rocco G, Trivisonno A, Trivisonno G, Toietta G.","Stem Cell Res Ther. 2024 Sep 27;15(1):322. doi: 10.1186/s13287-024-03931-w.","Di Rocco G","Stem Cell Res Ther","2024","2024/09/28","PMC11437900","","10.1186/s13287-024-03931-w"
"25002582","Phosphorylation and degradation of tomosyn-2 de-represses insulin secretion","Bhatnagar S, Soni MS, Wrighton LS, Hebert AS, Zhou AS, Paul PK, Gregg T, Rabaglia ME, Keller MP, Coon JJ, Attie AD.","J Biol Chem. 2014 Sep 5;289(36):25276-86. doi: 10.1074/jbc.M114.575985. Epub 2014 Jul 7.","Bhatnagar S","J Biol Chem","2014","2014/07/09","PMC4155689","","10.1074/jbc.M114.575985"
"18657591","Proteomics in diabetes research","Sundsten T, Ortsäter H.","Mol Cell Endocrinol. 2009 Jan 15;297(1-2):93-103. doi: 10.1016/j.mce.2008.06.018. Epub 2008 Jul 9.","Sundsten T","Mol Cell Endocrinol","2009","2008/07/29","","","10.1016/j.mce.2008.06.018"
"39449862","Type 2 Diabetes Mellitus Aggravates Complement Dysregulation and Affects Cortisol Response in Patients with Post-COVID-19","Ji W, Xie X, Bai G, Fan Y, He Y, Zhang L, Zhou H, Li L, Qiang D, Li H.","Diabetes Metab Syndr Obes. 2024 Oct 19;17:3849-3861. doi: 10.2147/DMSO.S480457. eCollection 2024.","Ji W","Diabetes Metab Syndr Obes","2024","2024/10/25","PMC11499617","","10.2147/DMSO.S480457"
"29943387","Plasma levels of free fatty acids correlate with type 2 diabetes mellitus","Spiller S, Blüher M, Hoffmann R.","Diabetes Obes Metab. 2018 Nov;20(11):2661-2669. doi: 10.1111/dom.13449. Epub 2018 Jul 30.","Spiller S","Diabetes Obes Metab","2018","2018/06/27","","","10.1111/dom.13449"
"36915396","Comparison of Plasma Exosome Proteomes Between Obese and Non-Obese Patients with Type 2 Diabetes Mellitus","Wang Y, Wu Y, Yang S, Chen Y.","Diabetes Metab Syndr Obes. 2023 Mar 7;16:629-642. doi: 10.2147/DMSO.S396239. eCollection 2023.","Wang Y","Diabetes Metab Syndr Obes","2023","2023/03/14","PMC10008006","","10.2147/DMSO.S396239"
"37887011","Translating Senotherapeutic Interventions into the Clinic with Emerging Proteomic Technologies","Dey AK, Banarjee R, Boroumand M, Rutherford DV, Strassheim Q, Nyunt T, Olinger B, Basisty N.","Biology (Basel). 2023 Oct 2;12(10):1301. doi: 10.3390/biology12101301.","Dey AK","Biology (Basel)","2023","2023/10/27","PMC10604147","","10.3390/biology12101301"
"36460301","Analysis of protein expression changes in patients with prediabetes using proteomics approaches","Li H, Xie X, Liu H, Zhang L, Qiang D, Li L, He YT, Bai G.","Rapid Commun Mass Spectrom. 2023 Mar 15;37(5):e9448. doi: 10.1002/rcm.9448.","Li H","Rapid Commun Mass Spectrom","2023","2022/12/02","","","10.1002/rcm.9448"
"33597859","Label-Free Liquid Chromatography-Mass Spectrometry Proteomic Analysis of Urinary Identification in Diabetic Vascular Dementia in a Han Chinese Population","Chen R, Yi Y, Xiao W, Zhong B, Shu Y, Zhang L, Zeng Y.","Front Aging Neurosci. 2021 Feb 1;13:619945. doi: 10.3389/fnagi.2021.619945. eCollection 2021.","Chen R","Front Aging Neurosci","2021","2021/02/18","PMC7882624","","10.3389/fnagi.2021.619945"
"38344728","Randomized Trial of SGLT2 Inhibitor Identifies Target Proteins in Diabetic Kidney Disease","Ahluwalia TS, Rönkkö TKE, Eickhoff MK, Curovic VR, Siwy J, Eder S, Denicolò S, Mayer G, Mischak H, Rossing P, Persson F.","Kidney Int Rep. 2023 Nov 29;9(2):334-346. doi: 10.1016/j.ekir.2023.11.020. eCollection 2024 Feb.","Ahluwalia TS","Kidney Int Rep","2023","2024/02/12","PMC10851015","","10.1016/j.ekir.2023.11.020"
"39157774","PCSK9 inhibitor effectively alleviated cognitive dysfunction in a type 2 diabetes mellitus rat model","Yang Y, Wang Y, Wang Y, Ke T, Zhao L.","PeerJ. 2024 Aug 14;12:e17676. doi: 10.7717/peerj.17676. eCollection 2024.","Yang Y","PeerJ","2024","2024/08/19","PMC11330219","","10.7717/peerj.17676"
"38948458","Network analysis combined with experimental assessment to explore the therapeutic mechanisms of New Shenqi Pills formula targeting mitochondria on senile diabetes mellitus","Zhang Y, Zhou Y, Wen Z, Wang H, Zhang S, Ni Q.","Front Pharmacol. 2024 Jun 12;15:1339758. doi: 10.3389/fphar.2024.1339758. eCollection 2024.","Zhang Y","Front Pharmacol","2024","2024/07/01","PMC11211868","","10.3389/fphar.2024.1339758"
"35094488","In-depth analysis of proteomic and genomic fluctuations during the time course of human embryonic stem cells directed differentiation into beta cells","Budnik B, Straubhaar J, Neveu J, Shvartsman D.","Proteomics. 2022 May;22(9):e2100265. doi: 10.1002/pmic.202100265. Epub 2022 Feb 9.","Budnik B","Proteomics","2022","2022/01/30","","","10.1002/pmic.202100265"
"25902048","Two urinary peptides associated closely with type 2 diabetes mellitus","Zhang M, Fu G, Lei T.","PLoS One. 2015 Apr 22;10(4):e0122950. doi: 10.1371/journal.pone.0122950. eCollection 2015.","Zhang M","PLoS One","2015","2015/04/23","PMC4406586","","10.1371/journal.pone.0122950"
"38201855","The Mechanism Underlying the Hypoglycemic Effect of Epimedin C on Mice with Type 2 Diabetes Mellitus Based on Proteomic Analysis","Zhou X, Liu Z, Yang X, Feng J, Gins MS, Yan T, Han L, Zhang H.","Nutrients. 2023 Dec 21;16(1):25. doi: 10.3390/nu16010025.","Zhou X","Nutrients","2023","2024/01/11","PMC10780735","","10.3390/nu16010025"
"28798909","Analysis of Urine Composition in Type II Diabetic Mice after Intervention Therapy Using Holothurian Polypeptides","Li Y, Xu J, Su X.","Front Chem. 2017 Jul 26;5:54. doi: 10.3389/fchem.2017.00054. eCollection 2017.","Li Y","Front Chem","2017","2017/08/12","PMC5526924","","10.3389/fchem.2017.00054"
"37667364","Identifying potential therapeutic targets of mulberry leaf extract for the treatment of type 2 diabetes: a TMT-based quantitative proteomic analysis","Shi L, Wang J, He C, Huang Y, Fu W, Zhang H, An Y, Wang M, Shan Z, Li H, Lv Y, Wang C, Cheng L, Dai H, Duan Y, Zhao H, Zhao B.","BMC Complement Med Ther. 2023 Sep 4;23(1):308. doi: 10.1186/s12906-023-04140-3.","Shi L","BMC Complement Med Ther","2023","2023/09/04","PMC10476348","","10.1186/s12906-023-04140-3"
"35681209","Nutritional biomarkers and heart failure requiring hospitalization in patients with type 2 diabetes: the SURDIAGENE cohort","Wargny M, Croyal M, Ragot S, Gand E, Jacobi D, Trochu JN, Prieur X, Le May C, Goronflot T, Cariou B, Saulnier PJ, Hadjadj S; SURDIAGENE study group.","Cardiovasc Diabetol. 2022 Jun 9;21(1):101. doi: 10.1186/s12933-022-01505-9.","Wargny M","Cardiovasc Diabetol","2022","2022/06/10","PMC9185908","","10.1186/s12933-022-01505-9"
"24059298","An association of virus infection with type 2 diabetes and Alzheimer's disease","Karim S, Mirza Z, Kamal MA, Abuzenadah AM, Azhar EI, Al-Qahtani MH, Sohrab SS.","CNS Neurol Disord Drug Targets. 2014 Apr;13(3):429-39. doi: 10.2174/18715273113126660164.","Karim S","CNS Neurol Disord Drug Targets","2014","2013/09/25","","","10.2174/18715273113126660164"
"36581217","1,25D/VDR inhibits pancreatic β cell ferroptosis by downregulating FOXO1 expression in diabetes mellitus","Ding Y, Wu Q.","Cell Signal. 2023 May;105:110564. doi: 10.1016/j.cellsig.2022.110564. Epub 2022 Dec 26.","Ding Y","Cell Signal","2023","2022/12/29","","","10.1016/j.cellsig.2022.110564"
"21237525","Analysis of urinary proteomic patterns for type 2 diabetic nephropathy by ProteinChip","Wu J, Chen YD, Yu JK, Shi XL, Gu W.","Diabetes Res Clin Pract. 2011 Feb;91(2):213-9. doi: 10.1016/j.diabres.2010.11.036. Epub 2011 Jan 14.","Wu J","Diabetes Res Clin Pract","2011","2011/01/18","","","10.1016/j.diabres.2010.11.036"
"33656967","Targeted metabolomics as a tool for the diagnosis of kidney disease in Type II diabetes mellitus","Abdelsattar S, Kasemy ZA, Elsayed M, Elrahem TA, Zewain SK.","Br J Biomed Sci. 2021 Oct;78(4):184-190. doi: 10.1080/09674845.2021.1894705. Epub 2021 May 10.","Abdelsattar S","Br J Biomed Sci","2021","2021/03/03","","","10.1080/09674845.2021.1894705"
"26846977","Discovery and verification of urinary peptides in type 2 diabetes mellitus with kidney injury","Fu G, Du Y, Chu L, Zhang M.","Exp Biol Med (Maywood). 2016 Jun;241(11):1186-94. doi: 10.1177/1535370216629007. Epub 2016 Feb 3.","Fu G","Exp Biol Med (Maywood)","2016","2016/02/06","PMC4950311","","10.1177/1535370216629007"
"28299975","Targeted High Performance Liquid Chromatography Tandem Mass Spectrometry-based Metabolomics differentiates metabolic syndrome from obesity","Zhong F, Xu M, Bruno RS, Ballard KD, Zhu J.","Exp Biol Med (Maywood). 2017 Apr;242(7):773-780. doi: 10.1177/1535370217694098. Epub 2017 Jan 1.","Zhong F","Exp Biol Med (Maywood)","2017","2017/03/17","PMC5363695","","10.1177/1535370217694098"
"27388475","Early Prediction of Developing Type 2 Diabetes by Plasma Acylcarnitines: A Population-Based Study","Sun L, Liang L, Gao X, Zhang H, Yao P, Hu Y, Ma Y, Wang F, Jin Q, Li H, Li R, Liu Y, Hu FB, Zeng R, Lin X, Wu J.","Diabetes Care. 2016 Sep;39(9):1563-70. doi: 10.2337/dc16-0232. Epub 2016 Jul 7.","Sun L","Diabetes Care","2016","2016/07/09","","","10.2337/dc16-0232"
"25467616","Microalbuminuria: a parameter that has changed diabetes care","Parving HH, Persson F, Rossing P.","Diabetes Res Clin Pract. 2015 Jan;107(1):1-8. doi: 10.1016/j.diabres.2014.10.014. Epub 2014 Oct 24.","Parving HH","Diabetes Res Clin Pract","2015","2014/12/04","","","10.1016/j.diabres.2014.10.014"
"34808334","Newly established LC-MS/MS method for measurement of plasma BH4 as a predictive biomarker for kidney injury in diabetes","Deng C, Wang S, Niu Z, Ye Y, Gao L.","Free Radic Biol Med. 2022 Jan;178:1-6. doi: 10.1016/j.freeradbiomed.2021.11.021. Epub 2021 Nov 20.","Deng C","Free Radic Biol Med","2022","2021/11/22","","","10.1016/j.freeradbiomed.2021.11.021"
"36928544","Association of Plasma Metabolomic Biomarkers With Persistent Tinnitus: A Population-Based Case-Control Study","Zeleznik OA, Welling DB, Stankovic K, Frueh L, Balasubramanian R, Curhan GC, Curhan SG.","JAMA Otolaryngol Head Neck Surg. 2023 May 1;149(5):404-415. doi: 10.1001/jamaoto.2023.0052.","Zeleznik OA","JAMA Otolaryngol Head Neck Surg","2023","2023/03/17","PMC10020935","","10.1001/jamaoto.2023.0052"
"37347226","Ultra-high performance liquid chromatography coupled to tandem mass spectrometry-based metabolomics study of diabetic distal symmetric polyneuropathy","Xu J, Chen Q, Cai M, Han X, Lu H.","J Diabetes Investig. 2023 Sep;14(9):1110-1120. doi: 10.1111/jdi.14041. Epub 2023 Jun 22.","Xu J","J Diabetes Investig","2023","2023/06/22","PMC10445193","","10.1111/jdi.14041"
